5kV,10kV,15kV,20kV,25kV,30kV,Contamination_Rate,,,5_s,10_s,15_s,20_s,25_s,30_s
0.089142857,0.117647059,0.248,0.3,0.393142857,0.533333333,High,,,0.007946449,0.01384083,0.061504,0.09,0.154561306,0.284444444
0.091428571,0.12,0.252,0.304,0.393142857,0.533333333,High,,,0.008359184,0.0144,0.063504,0.092416,0.154561306,0.284444444
0.091428571,0.12,0.256,0.304,0.397714286,0.533333333,High,,,0.008359184,0.0144,0.065536,0.092416,0.158176653,0.284444444
0.093714286,0.122352941,0.256,0.308,0.402285714,0.538666667,High,,,0.008782367,0.014970242,0.065536,0.094864,0.161833796,0.290161778
0.093714286,0.124705882,0.26,0.312,0.406857143,0.538666667,High,,,0.008782367,0.015551557,0.0676,0.097344,0.165532735,0.290161778
0.096,0.127058824,0.26,0.316,0.406857143,0.544,High,,,0.009216,0.016143945,0.0676,0.099856,0.165532735,0.295936
0.098285714,0.127058824,0.26,0.316,0.406857143,0.549333333,High,,,0.009660082,0.016143945,0.0676,0.099856,0.165532735,0.301767111
0.100571429,0.129411765,0.26,0.324,0.406857143,0.554666667,High,,,0.010114612,0.016747405,0.0676,0.104976,0.165532735,0.307655111
0.100571429,0.129411765,0.26,0.328,0.406857143,0.554666667,High,,,0.010114612,0.016747405,0.0676,0.107584,0.165532735,0.307655111
0.102857143,0.129411765,0.26,0.332,0.411428571,0.56,High,,,0.010579592,0.016747405,0.0676,0.110224,0.169273469,0.3136
0.102857143,0.129411765,0.26,0.336,0.416,0.56,High,,,0.010579592,0.016747405,0.0676,0.112896,0.173056,0.3136
0.102857143,0.129411765,0.264,0.34,0.425142857,0.56,High,,,0.010579592,0.016747405,0.069696,0.1156,0.180746449,0.3136
0.102857143,0.131764706,0.264,0.34,0.429714286,0.56,High,,,0.010579592,0.017361938,0.069696,0.1156,0.184654368,0.3136
0.102857143,0.131764706,0.268,0.34,0.434285714,0.56,High,,,0.010579592,0.017361938,0.071824,0.1156,0.188604081,0.3136
0.102857143,0.134117647,0.276,0.34,0.434285714,0.56,High,,,0.010579592,0.017987543,0.076176,0.1156,0.188604081,0.3136
0.102857143,0.134117647,0.284,0.34,0.434285714,0.565333333,High,,,0.010579592,0.017987543,0.080656,0.1156,0.188604081,0.319601777
0.102857143,0.134117647,0.288,0.344,0.434285714,0.570666667,High,,,0.010579592,0.017987543,0.082944,0.118336,0.188604081,0.325660445
0.102857143,0.134117647,0.296,0.348,0.434285714,0.570666667,High,,,0.010579592,0.017987543,0.087616,0.121104,0.188604081,0.325660445
0.105142857,0.136470588,0.3,0.348,0.434285714,0.576,High,,,0.01105502,0.018624221,0.09,0.121104,0.188604081,0.331776
0.107428571,0.134117647,0.3,0.352,0.434285714,0.581333333,High,,,0.011540898,0.017987543,0.09,0.123904,0.188604081,0.337948444
0.107428571,0.136470588,0.3,0.356,0.434285714,0.581333333,High,,,0.011540898,0.018624221,0.09,0.126736,0.188604081,0.337948444
0.109714286,0.138823529,0.3,0.356,0.434285714,0.581333333,High,,,0.012037225,0.019271972,0.09,0.126736,0.188604081,0.337948444
0.112,0.138823529,0.3,0.356,0.434285714,0.592,High,,,0.012544,0.019271972,0.09,0.126736,0.188604081,0.350464
0.112,0.138823529,0.3,0.36,0.434285714,0.597333333,High,,,0.012544,0.019271972,0.09,0.1296,0.188604081,0.356807111
0.112,0.141176471,0.3,0.36,0.434285714,0.602666667,High,,,0.012544,0.019930796,0.09,0.1296,0.188604081,0.363207112
0.114285714,0.141176471,0.3,0.364,0.438857143,0.602666667,High,,,0.013061224,0.019930796,0.09,0.132496,0.192595592,0.363207112
0.114285714,0.143529412,0.304,0.368,0.438857143,0.602666667,High,,,0.013061224,0.020600692,0.092416,0.135424,0.192595592,0.363207112
0.114285714,0.143529412,0.308,0.372,0.438857143,0.602666667,High,,,0.013061224,0.020600692,0.094864,0.138384,0.192595592,0.363207112
0.114285714,0.145882353,0.312,0.376,0.443428571,0.602666667,High,,,0.013061224,0.021281661,0.097344,0.141376,0.196628898,0.363207112
0.114285714,0.148235294,0.312,0.38,0.448,0.602666667,High,,,0.013061224,0.021973702,0.097344,0.1444,0.200704,0.363207112
0.114285714,0.148235294,0.312,0.376,0.448,0.608,High,,,0.013061224,0.021973702,0.097344,0.141376,0.200704,0.369664
0.114285714,0.148235294,0.308,0.376,0.452571429,0.613333333,High,,,0.013061224,0.021973702,0.094864,0.141376,0.204820898,0.376177777
0.114285714,0.150588235,0.308,0.376,0.457142857,0.613333333,High,,,0.013061224,0.022676817,0.094864,0.141376,0.208979592,0.376177777
0.114285714,0.150588235,0.308,0.376,0.461714286,0.613333333,High,,,0.013061224,0.022676817,0.094864,0.141376,0.213180082,0.376177777
0.114285714,0.150588235,0.312,0.376,0.461714286,0.613333333,High,,,0.013061224,0.022676817,0.097344,0.141376,0.213180082,0.376177777
